Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
0.05%	hsa04515	['Cell adhesion molecules']	0	2.74406000		1.00000000	0.42327182	1.00000000	0.05606944	0.02177116	0.99997000	None
0.05%	hsa04514	['Cell adhesion molecules (CAMs)']	0	1.23254000		1.00000000	0.42327182	1.00000000	0.28084719	0.20102890	0.99997000	None
0.05%	hsa03050	['Proteasome']	0	0.10494000		1.00000000	0.42327182	1.00000000	0.90019100	0.42134190	0.99997000	None
0.05%	hsa04622	['RIG-I-like receptor signaling pathway']	0	0.19040000		1.00000000	0.42327182	1.00000000	0.82556174	0.42134190	0.99997000	None
0.05%	hsa04623	['Cytosolic DNA-sensing pathway']	0	0.10631000		1.00000000	0.42327182	1.00000000	0.89887101	0.42134190	0.99997000	None
0.05%	hsa04625	['C-type lectin receptor signaling pathway']	0	0.52304000		1.00000000	0.42327182	1.00000000	0.58840412	0.35607228	0.99997000	None
0.05%	hsa03022	['Basal transcription factors']	0	0.15179000		1.00000000	0.42327182	1.00000000	0.85864141	0.42134190	0.99997000	None
0.05%	hsa04713	['Circadian entrainment']	0	1.47050000		1.00000000	0.42327182	1.00000000	0.21844782	0.14732172	0.99997000	None
0.5%	hsa04054	['Pattern recognition receptors']	0	1.52038000		1.00000000	0.42327182	1.00000000	0.20921791	0.14616904	0.99997000	None
0.05%	hsa04672	['Intestinal immune network for IgA production']	0	0.10414000		1.00000000	0.42327182	1.00000000	0.90111099	0.42134190	0.99997000	None
0.05%	hsa03030	['DNA replication']	0	0.10024000		1.00000000	0.42327182	1.00000000	0.90461095	0.42134190	0.99997000	None
0.5%	hsa05020	['Prion diseases']	0	1.93869000		1.00000000	0.42327182	1.00000000	0.09958900	0.04518222	0.99997000	None
0.05%	hsa04670	['Leukocyte transendothelial migration']	0	0.80662000		1.00000000	0.42327182	1.00000000	0.43781562	0.27663355	0.99997000	None
0.05%	hsa04668	['TNF signaling pathway']	0	0.53297000		1.00000000	0.42327182	1.00000000	0.58342417	0.35018218	0.99997000	None
0.05%	hsa04666	['Fc gamma R-mediated phagocytosis']	0	0.89659000		1.00000000	0.42327182	1.00000000	0.39981600	0.26180581	0.99997000	None
0.05%	hsa04664	['Fc epsilon RI signaling pathway']	0	0.55950000		1.00000000	0.42327182	1.00000000	0.56744433	0.34576678	0.99997000	None
0.5%	hsa04978	['Mineral absorption']	0	1.76891000		1.00000000	0.42327182	1.00000000	0.14819852	0.08403797	0.99997000	None
0.05%	hsa04662	['B cell receptor signaling pathway']	0	0.53780000		1.00000000	0.42327182	1.00000000	0.58008420	0.35009489	0.99997000	None
0.05%	hsa04660	['T cell receptor signaling pathway']	0	0.73208000		1.00000000	0.42327182	1.00000000	0.47578524	0.29691993	0.99997000	None
0.05%	hsa04659	['Th17 cell differentiation']	0	0.52670000		1.00000000	0.42327182	1.00000000	0.58834412	0.35607228	0.99997000	None
0.05%	hsa04658	['Th1 and Th2 cell differentiation']	0	0.41129000		1.00000000	0.42327182	1.00000000	0.66016340	0.38964883	0.99997000	None
0.05%	hsa04657	['IL-17 signaling pathway']	0	0.22734000		1.00000000	0.42327182	1.00000000	0.79546205	0.42134190	0.99997000	None
0.05%	hsa04650	['Natural killer cell mediated cytotoxicity']	0	0.63021000		1.00000000	0.42327182	1.00000000	0.52828472	0.32381277	0.99997000	None
0.05%	hsa04640	['Hematopoietic cell lineage']	0	0.29486000		1.00000000	0.42327182	1.00000000	0.74439256	0.42134190	0.99997000	None
0.05%	hsa04630	['Jak-STAT signaling pathway']	0	0.58087000		1.00000000	0.42327182	1.00000000	0.55609444	0.34029278	0.99997000	None
0.05%	hsa04512	['ECM-receptor interaction']	0	0.99438000		1.00000000	0.42327182	1.00000000	0.36198638	0.23864890	0.99997000	None
0.05%	hsa03410	['Base excision repair']	0	0.06182000		1.00000000	0.42327182	1.00000000	0.93997060	0.42134190	0.99997000	None
0.05%	hsa04392	['Hippo signaling pathway - multiple species']	0	0.22729000		1.00000000	0.42327182	1.00000000	0.79511205	0.42134190	0.99997000	None
0.05%	hsa04072	['Phospholipase D signaling pathway']	0	1.59708000		1.00000000	0.42327182	1.00000000	0.19295807	0.13413612	0.99997000	None
0.05%	hsa04061	['Viral protein interaction with cytokine and cytokine receptor']	0	0.17084000		1.00000000	0.42327182	1.00000000	0.84222158	0.42134190	0.99997000	None
0.05%	hsa04062	['Chemokine signaling pathway']	0	1.27556000		1.00000000	0.42327182	1.00000000	0.27201728	0.19751874	0.99997000	None
0.05%	hsa04064	['NF-kappa B signaling pathway']	0	0.46146000		1.00000000	0.42327182	1.00000000	0.62570374	0.37908559	0.99997000	None
0.05%	hsa04141	['Protein processing in endoplasmic reticulum']	0	1.02848000		1.00000000	0.42327182	1.00000000	0.34634654	0.23717960	0.99997000	None
0.05%	hsa04140	['Autophagy - animal']	0	0.88337000		1.00000000	0.42327182	1.00000000	0.40894591	0.26402784	0.99997000	None
0.05%	hsa04066	['HIF-1 signaling pathway']	0	0.69523000		1.00000000	0.42327182	1.00000000	0.49339507	0.31315925	0.99997000	None
0.05%	hsa04137	['Mitophagy - animal']	0	0.44128000		1.00000000	0.42327182	1.00000000	0.62812372	0.38058401	0.99997000	None
0.05%	hsa04136	['Autophagy - other']	0	0.24184000		1.00000000	0.42327182	1.00000000	0.78264217	0.42134190	0.99997000	None
0.5%	hsa04740	['Olfactory transduction']	0	5.30446000		1.00000000	0.42327182	1.00000000	0.00149999	0.00028067	0.22679773	None
0.05%	hsa04130	['SNARE interactions in vesicular transport']	0	0.14250000		1.00000000	0.42327182	1.00000000	0.86632134	0.42134190	0.99997000	None
0.5%	hsa04744	['Phototransduction']	0	0.62912000		1.00000000	0.42327182	1.00000000	0.52164478	0.32181693	0.99997000	None
0.5%	hsa04911	['Insulin secretion']	0	7.19092000		1.00000000	0.42327182	1.00000000	0.00025000	0.00005667	0.06749933	None
0.05%	hsa04115	['p53 signaling pathway']	0	0.24649000		1.00000000	0.42327182	1.00000000	0.78014220	0.42134190	0.99997000	None
0.05%	hsa04070	['Phosphatidylinositol signaling system']	0	1.18925000		1.00000000	0.42327182	1.00000000	0.29493705	0.20536279	0.99997000	None
0.05%	hsa04071	['Sphingolipid signaling pathway']	0	1.02005000		1.00000000	0.42327182	1.00000000	0.35295647	0.23717960	0.99997000	None
0.05%	hsa04091	['Lectins']	0	0.30892000		1.00000000	0.42327182	1.00000000	0.73376266	0.42134190	0.99997000	None
0.05%	hsa04090	['CD molecules']	0	1.74237000		1.00000000	0.42327182	1.00000000	0.16937831	0.10510554	0.99997000	None
0.05%	hsa04060	['Cytokine-cytokine receptor interaction']	0	0.74353000		1.00000000	0.42327182	1.00000000	0.47385526	0.29691993	0.99997000	None
0.05%	hsa04054	['Pattern recognition receptors']	0	0.17770000		1.00000000	0.42327182	1.00000000	0.83640164	0.42134190	0.99997000	None
0.5%	hsa04713	['Circadian entrainment']	2	10.65458000	-2.41340182	1.00000000	0.42327182	1.00000000	0.00020000	0.00002333	0.06749933	['GNAO1', 'RPS6KA5']
0.05%	hsa04050	['Cytokine receptors']	0	0.40628000		1.00000000	0.42327182	1.00000000	0.66352336	0.39630030	0.99997000	None
0.5%	hsa04091	['Lectins']	0	2.62715000		1.00000000	0.42327182	1.00000000	0.06693933	0.02830913	0.99997000	None
0.05%	hsa03430	['Mismatch repair']	0	0.10016000		1.00000000	0.42327182	1.00000000	0.90447096	0.42134190	0.99997000	None
0.05%	hsa04380	['Osteoclast differentiation']	0	0.64643000		1.00000000	0.42327182	1.00000000	0.51980480	0.32181693	0.99997000	None
0.05%	hsa03440	['Homologous recombination']	0	0.18254000		1.00000000	0.42327182	1.00000000	0.83211168	0.42134190	0.99997000	None
0.05%	hsa04370	['VEGF signaling pathway']	0	0.44117000		1.00000000	0.42327182	1.00000000	0.63942361	0.38720125	0.99997000	None
0.05%	hsa04360	['Axon guidance']	0	2.29018000		1.00000000	0.42327182	1.00000000	0.09264907	0.04379483	0.99997000	None
0.05%	hsa04350	['TGF-beta signaling pathway']	0	0.53342000		1.00000000	0.42327182	1.00000000	0.58154418	0.35009489	0.99997000	None
0.05%	hsa04330	['Notch signaling pathway']	0	0.22566000		1.00000000	0.42327182	1.00000000	0.79545205	0.42134190	0.99997000	None
0.05%	hsa03420	['Nucleotide excision repair']	0	0.13681000		1.00000000	0.42327182	1.00000000	0.87183128	0.42134190	0.99997000	None
0.5%	hsa04964	['Proximal tubule bicarbonate reclamation']	0	0.64270000		1.00000000	0.42327182	1.00000000	0.49331507	0.31315925	0.99997000	None
0.5%	hsa04962	['Vasopressin-regulated water reabsorption']	0	2.02826000		1.00000000	0.42327182	1.00000000	0.10738893	0.04714214	0.99997000	None
0.05%	hsa04217	['Necroptosis']	0	0.46234000		1.00000000	0.42327182	1.00000000	0.62761372	0.38058250	0.99997000	None
0.05%	hsa04216	['Ferroptosis']	0	0.15021000		1.00000000	0.42327182	1.00000000	0.85972140	0.42134190	0.99997000	None
0.05%	hsa04215	['Apoptosis - multiple species']	0	0.14368000		1.00000000	0.42327182	1.00000000	0.86498135	0.42134190	0.99997000	None
0.5%	hsa04515	['Cell adhesion molecules']	6	18.77025000	-1.64541346	1.00000000	0.42327182	1.00000000	0.00003000	0.00000333	0.03239968	['CADM1', 'CDH12', 'DSC2', 'ITGB7', 'NEGR1', 'SDK1']
0.5%	hsa04950	['Maturity onset diabetes of the young']	0	0.40948000		1.00000000	0.42327182	1.00000000	0.65420346	0.38864290	0.99997000	None
0.05%	hsa04030	['G protein-coupled receptors']	0	1.88165000		1.00000000	0.42327182	1.00000000	0.14595854	0.08403797	0.99997000	None
0.5%	hsa04614	['Renin-angiotensin system']	0	0.87129000		1.00000000	0.42327182	1.00000000	0.40070599	0.26313997	0.99997000	None
0.05%	hsa04012	['ErbB signaling pathway']	0	1.07224000		1.00000000	0.42327182	1.00000000	0.32882671	0.22667422	0.99997000	None
0.1%	hsa04392	['Hippo signaling pathway - multiple species']	0	0.44168000		1.00000000	0.42327182	1.00000000	0.63840362	0.38720125	0.99997000	None
0.05%	hsa04730	['Long-term depression']	0	1.00482000		1.00000000	0.42327182	1.00000000	0.35443646	0.23717960	0.99997000	None
0.05%	hsa04723	['Retrograde endocannabinoid signaling']	0	1.34220000		1.00000000	0.42327182	1.00000000	0.25672743	0.19458688	0.99997000	None
0.5%	hsa00480	['Glutathione metabolism']	0	0.83627000		1.00000000	0.42327182	1.00000000	0.42886571	0.27663355	0.99997000	None
0.05%	hsa05204	['Chemical carcinogenesis']	0	0.14556000		1.00000000	0.42327182	1.00000000	0.86418136	0.42134190	0.99997000	None
0.5%	hsa00500	['Starch and sucrose metabolism']	0	1.47963000		1.00000000	0.42327182	1.00000000	0.20885791	0.14616904	0.99997000	None
0.5%	hsa00510	['N-Glycan biosynthesis']	0	2.91528000		1.00000000	0.42327182	1.00000000	0.04211958	0.01473615	0.99997000	None
0.05%	hsa05170	['Human immunodeficiency virus 1 infection']	0	1.13412000		1.00000000	0.42327182	1.00000000	0.31757682	0.22362241	0.99997000	None
0.05%	hsa05169	['Epstein-Barr virus infection']	0	0.69162000		1.00000000	0.42327182	1.00000000	0.49809502	0.31315925	0.99997000	None
0.5%	hsa00513	['Various types of N-glycan biosynthesis']	0	2.76460000		1.00000000	0.42327182	1.00000000	0.04778952	0.01833586	0.99997000	None
0.05%	hsa05167	['Kaposi sarcoma-associated herpesvirus infection']	0	0.91516000		1.00000000	0.42327182	1.00000000	0.39559604	0.26045158	0.99997000	None
0.5%	hsa00515	['Mannose type O-glycan biosynthesis']	0	1.32442000		1.00000000	0.42327182	1.00000000	0.20279797	0.13640821	0.99997000	None
0.5%	hsa00532	['Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate']	0	1.69578000		1.00000000	0.42327182	1.00000000	0.14143859	0.07884601	0.99997000	None
0.5%	hsa00533	['Glycosaminoglycan biosynthesis - keratan sulfate']	0	0.62119000		1.00000000	0.42327182	1.00000000	0.50463495	0.31520341	0.99997000	None
0.05%	hsa05162	['Measles']	0	0.45332000		1.00000000	0.42327182	1.00000000	0.63430366	0.38720125	0.99997000	None
0.05%	hsa05161	['Hepatitis B']	0	0.79698000		1.00000000	0.42327182	1.00000000	0.44630554	0.27789936	0.99997000	None
0.05%	hsa05160	['Hepatitis C']	0	0.66523000		1.00000000	0.42327182	1.00000000	0.51163488	0.32181693	0.99997000	None
0.05%	hsa05152	['Tuberculosis']	0	0.64940000		1.00000000	0.42327182	1.00000000	0.51872481	0.32181693	0.99997000	None
0.05%	hsa05150	['Staphylococcus aureus infection']	0	0.16875000		1.00000000	0.42327182	1.00000000	0.84503155	0.42134190	0.99997000	None
0.05%	hsa05146	['Amoebiasis']	0	0.91010000		1.00000000	0.42327182	1.00000000	0.39536605	0.26018398	0.99997000	None
0.05%	hsa05145	['Toxoplasmosis']	0	0.60680000		1.00000000	0.42327182	1.00000000	0.54010460	0.33163114	0.99997000	None
0.05%	hsa05144	['Malaria']	0	0.14131000		1.00000000	0.42327182	1.00000000	0.86729133	0.42134190	0.99997000	None
0.05%	hsa05143	['African trypanosomiasis']	0	0.28736000		1.00000000	0.42327182	1.00000000	0.74538255	0.42134190	0.99997000	None
0.05%	hsa05142	['Chagas disease (American trypanosomiasis)']	0	0.61749000		1.00000000	0.42327182	1.00000000	0.53464465	0.33019365	0.99997000	None
0.05%	hsa05140	['Leishmaniasis']	0	0.23014000		1.00000000	0.42327182	1.00000000	0.79310207	0.42134190	0.99997000	None
0.05%	hsa05135	['Yersinia infection']	0	0.83806000		1.00000000	0.42327182	1.00000000	0.42630574	0.27663355	0.99997000	None
0.05%	hsa05134	['Legionellosis']	0	0.11703000		1.00000000	0.42327182	1.00000000	0.88893111	0.42134190	0.99997000	None
0.05%	hsa05133	['Pertussis']	0	0.18866000		1.00000000	0.42327182	1.00000000	0.82758172	0.42134190	0.99997000	None
0.5%	hsa00534	['Glycosaminoglycan biosynthesis - heparan sulfate / heparin']	0	2.56712000		1.00000000	0.42327182	1.00000000	0.03914961	0.01473615	0.99997000	None
0.05%	hsa05131	['Shigellosis']	0	1.43949000		1.00000000	0.42327182	1.00000000	0.23036770	0.15164824	0.99997000	None
0.05%	hsa05206	['MicroRNAs in cancer']	0	1.30342000		1.00000000	0.42327182	1.00000000	0.26601734	0.19478294	0.99997000	None
0.05%	hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	0	0.35871000		1.00000000	0.42327182	1.00000000	0.69617304	0.41358279	0.99997000	None
0.05%	hsa05210	['Colorectal cancer']	0	0.68855000		1.00000000	0.42327182	1.00000000	0.49313507	0.31315925	0.99997000	None
0.05%	hsa05212	['Pancreatic cancer']	0	0.47211000		1.00000000	0.42327182	1.00000000	0.62065379	0.37544776	0.99997000	None
0.5%	hsa00020	['Citrate cycle (TCA cycle)']	0	0.81374000		1.00000000	0.42327182	1.00000000	0.43236568	0.27663355	0.99997000	None
0.5%	hsa00040	['Pentose and glucuronate interconversions']	0	0.54181000		1.00000000	0.42327182	1.00000000	0.56923431	0.34737403	0.99997000	None
0.5%	hsa00061	['Fatty acid biosynthesis']	0	0.66918000		1.00000000	0.42327182	1.00000000	0.49806502	0.31315925	0.99997000	None
0.05%	hsa05340	['Primary immunodeficiency']	0	0.08126000		1.00000000	0.42327182	1.00000000	0.92170078	0.42134190	0.99997000	None
0.05%	hsa05332	['Graft-versus-host disease']	0	0.05672000		1.00000000	0.42327182	1.00000000	0.94493055	0.42134190	0.99997000	None
0.05%	hsa05330	['Allograft rejection']	0	0.05741000		1.00000000	0.42327182	1.00000000	0.94431056	0.42134190	0.99997000	None
0.05%	hsa05323	['Rheumatoid arthritis']	0	0.27614000		1.00000000	0.42327182	1.00000000	0.75788242	0.42134190	0.99997000	None
0.05%	hsa05322	['Systemic lupus erythematosus']	0	0.25913000		1.00000000	0.42327182	1.00000000	0.77147229	0.42134190	0.99997000	None
0.05%	hsa05321	['Inflammatory bowel disease (IBD)']	0	0.20325000		1.00000000	0.42327182	1.00000000	0.81545185	0.42134190	0.99997000	None
0.05%	hsa05320	['Autoimmune thyroid disease']	0	0.12543000		1.00000000	0.42327182	1.00000000	0.88098119	0.42134190	0.99997000	None
0.05%	hsa05310	['Asthma']	0	0.03904000		1.00000000	0.42327182	1.00000000	0.96203038	0.42134190	0.99997000	None
0.05%	hsa05235	['PD-L1 expression and PD-1 checkpoint pathway in cancer']	0	0.53112000		1.00000000	0.42327182	1.00000000	0.58427416	0.35349764	0.99997000	None
0.05%	hsa05231	['Choline metabolism in cancer']	0	0.88776000		1.00000000	0.42327182	1.00000000	0.40340597	0.26313997	0.99997000	None
0.05%	hsa05230	['Central carbon metabolism in cancer']	0	0.36327000		1.00000000	0.42327182	1.00000000	0.69330307	0.41245632	0.99997000	None
0.5%	hsa00120	['Primary bile acid biosynthesis']	0	0.67898000		1.00000000	0.42327182	1.00000000	0.48984510	0.31027369	0.99997000	None
0.5%	hsa00130	['Ubiquinone and other terpenoid-quinone biosynthesis']	0	0.19372000		1.00000000	0.42327182	1.00000000	0.82172178	0.42134190	0.99997000	None
0.05%	hsa05223	['Non-small cell lung cancer']	0	0.66060000		1.00000000	0.42327182	1.00000000	0.50952490	0.32049704	0.99997000	None
0.05%	hsa05222	['Small cell lung cancer']	0	0.74339000		1.00000000	0.42327182	1.00000000	0.46940531	0.29233064	0.99997000	None
0.05%	hsa05221	['Acute myeloid leukemia']	0	0.39037000		1.00000000	0.42327182	1.00000000	0.67440326	0.39988017	0.99997000	None
0.05%	hsa05220	['Chronic myeloid leukemia']	0	0.45068000		1.00000000	0.42327182	1.00000000	0.63455365	0.38720125	0.99997000	None
0.05%	hsa05219	['Bladder cancer']	0	0.19067000		1.00000000	0.42327182	1.00000000	0.82530175	0.42134190	0.99997000	None
0.5%	hsa00270	['Cysteine and methionine metabolism']	0	1.47290000		1.00000000	0.42327182	1.00000000	0.21433786	0.14732172	0.99997000	None
0.5%	hsa00450	['Selenocompound metabolism']	0	0.76847000		1.00000000	0.42327182	1.00000000	0.44787552	0.27789936	0.99997000	None
0.05%	hsa05216	['Thyroid cancer']	0	0.19230000		1.00000000	0.42327182	1.00000000	0.82443176	0.42134190	0.99997000	None
0.05%	hsa05215	['Prostate cancer']	0	0.69285000		1.00000000	0.42327182	1.00000000	0.49508505	0.31315925	0.99997000	None
0.05%	hsa05214	['Glioma']	0	0.64867000		1.00000000	0.42327182	1.00000000	0.51695483	0.32181693	0.99997000	None
0.05%	hsa05213	['Endometrial cancer']	0	0.43857000		1.00000000	0.42327182	1.00000000	0.64046360	0.38720125	0.99997000	None
0.05%	hsa05211	['Renal cell carcinoma']	0	0.42577000		1.00000000	0.42327182	1.00000000	0.65040350	0.38864290	0.99997000	None
0.05%	hsa04721	['Synaptic vesicle cycle']	0	0.62710000		1.00000000	0.42327182	1.00000000	0.52650473	0.32381277	0.99997000	None
0.05%	hsa05110	['Vibrio cholerae infection']	0	0.30446000		1.00000000	0.42327182	1.00000000	0.73378266	0.42134190	0.99997000	None
0.5%	hsa00537	['Glycosylphosphatidylinositol (GPI)-anchored proteins']	0	3.76242000		1.00000000	0.42327182	1.00000000	0.00427996	0.00133152	0.42021398	None
0.05%	hsa04929	['GnRH secretion']	0	0.82759000		1.00000000	0.42327182	1.00000000	0.42899571	0.27663355	0.99997000	None
0.5%	hsa01004	['Lipid biosynthesis proteins']	0	3.60099000		1.00000000	0.42327182	1.00000000	0.02198978	0.00805939	0.99997000	None
0.05%	hsa04927	['Cortisol synthesis and secretion']	0	0.69004000		1.00000000	0.42327182	1.00000000	0.49466505	0.31315925	0.99997000	None
0.05%	hsa04926	['Relaxin signaling pathway']	0	0.99443000		1.00000000	0.42327182	1.00000000	0.36380636	0.24165725	0.99997000	None
0.05%	hsa04925	['Aldosterone synthesis and secretion']	0	1.03694000		1.00000000	0.42327182	1.00000000	0.34589654	0.23717960	0.99997000	None
0.05%	hsa04924	['Renin secretion']	0	0.71412000		1.00000000	0.42327182	1.00000000	0.48255517	0.30108183	0.99997000	None
0.05%	hsa04923	['Regulation of lipolysis in adipocytes']	0	0.53556000		1.00000000	0.42327182	1.00000000	0.57477425	0.34788388	0.99997000	None
0.5%	hsa01006	['Prenyltransferases']	0	0.71710000		1.00000000	0.42327182	1.00000000	0.46372536	0.29229873	0.99997000	None
0.5%	hsa01040	['Biosynthesis of unsaturated fatty acids']	0	1.34873000		1.00000000	0.42327182	1.00000000	0.23937761	0.17070754	0.99997000	None
0.05%	hsa04918	['Thyroid hormone synthesis']	0	0.73988000		1.00000000	0.42327182	1.00000000	0.46958530	0.29233064	0.99997000	None
0.05%	hsa04917	['Prolactin signaling pathway']	0	0.37999000		1.00000000	0.42327182	1.00000000	0.68016320	0.40466499	0.99997000	None
0.5%	hsa03018	['RNA degradation']	0	2.43978000		1.00000000	0.42327182	1.00000000	0.07842922	0.03483207	0.99997000	None
0.05%	hsa04915	['Estrogen signaling pathway']	0	1.03789000		1.00000000	0.42327182	1.00000000	0.34732653	0.23717960	0.99997000	None
0.5%	hsa03020	['RNA polymerase']	0	0.64410000		1.00000000	0.42327182	1.00000000	0.51701483	0.32181693	0.99997000	None
0.05%	hsa04913	['Ovarian steroidogenesis']	0	0.34212000		1.00000000	0.42327182	1.00000000	0.70758292	0.41701552	0.99997000	None
0.05%	hsa04912	['GnRH signaling pathway']	0	0.90066000		1.00000000	0.42327182	1.00000000	0.39842602	0.26180581	0.99997000	None
0.05%	hsa04911	['Insulin secretion']	0	0.95832000		1.00000000	0.42327182	1.00000000	0.37508625	0.24581572	0.99997000	None
0.5%	hsa03060	['Protein export']	0	1.09937000		1.00000000	0.42327182	1.00000000	0.23054769	0.15164824	0.99997000	None
0.5%	hsa03320	['PPAR signaling pathway']	0	2.62665000		1.00000000	0.42327182	1.00000000	0.06163938	0.02421636	0.99997000	None
0.5%	hsa03430	['Mismatch repair']	0	0.83711000		1.00000000	0.42327182	1.00000000	0.41547585	0.26873702	0.99997000	None
0.05%	hsa04744	['Phototransduction']	0	0.07316000		1.00000000	0.42327182	1.00000000	0.92916071	0.42134190	0.99997000	None
0.05%	hsa04742	['Taste transduction']	0	0.54972000		1.00000000	0.42327182	1.00000000	0.57100429	0.34776481	0.99997000	None
0.05%	hsa04740	['Olfactory transduction']	0	0.72083000		1.00000000	0.42327182	1.00000000	0.47722523	0.29923100	0.99997000	None
0.05%	hsa03020	['RNA polymerase']	0	0.07478000		1.00000000	0.42327182	1.00000000	0.92759072	0.42134190	0.99997000	None
0.05%	hsa04726	['Serotonergic synapse']	0	1.11694000		1.00000000	0.42327182	1.00000000	0.31872681	0.22420748	0.99997000	None
0.05%	hsa04725	['Cholinergic synapse']	0	1.26216000		1.00000000	0.42327182	1.00000000	0.27602724	0.19751874	0.99997000	None
0.05%	hsa04724	['Glutamatergic synapse']	0	1.74608000		1.00000000	0.42327182	1.00000000	0.16532835	0.10244953	0.99997000	None
0.05%	hsa04930	['Type II diabetes mellitus']	0	0.43508000		1.00000000	0.42327182	1.00000000	0.64102359	0.38720125	0.99997000	None
0.05%	hsa05100	['Bacterial invasion of epithelial cells']	0	0.70627000		1.00000000	0.42327182	1.00000000	0.48505515	0.30303312	0.99997000	None
0.05%	hsa04933	['AGE-RAGE signaling pathway in diabetic complications']	0	0.79270000		1.00000000	0.42327182	1.00000000	0.44663553	0.27789936	0.99997000	None
0.05%	hsa04935	['Growth hormone synthesis, secretion and action']	0	1.16452000		1.00000000	0.42327182	1.00000000	0.30430696	0.20899019	0.99997000	None
0.05%	hsa05033	['Nicotine addiction']	0	0.48886000		1.00000000	0.42327182	1.00000000	0.61499385	0.37071123	0.99997000	None
0.05%	hsa05032	['Morphine addiction']	0	1.17342000		1.00000000	0.42327182	1.00000000	0.30377696	0.20899019	0.99997000	None
0.5%	hsa00730	['Thiamine metabolism']	0	1.01075000		1.00000000	0.42327182	1.00000000	0.31768682	0.22362241	0.99997000	None
0.05%	hsa05030	['Cocaine addiction']	0	0.38305000		1.00000000	0.42327182	1.00000000	0.67649324	0.40417335	0.99997000	None
0.05%	hsa05020	['Prion diseases']	0	0.25433000		1.00000000	0.42327182	1.00000000	0.77057229	0.42134190	0.99997000	None
0.5%	hsa00770	['Pantothenate and CoA biosynthesis']	0	1.60458000		1.00000000	0.42327182	1.00000000	0.13995860	0.07790743	0.99997000	None
0.5%	hsa00830	['Retinol metabolism']	0	1.06940000		1.00000000	0.42327182	1.00000000	0.33239668	0.22667422	0.99997000	None
0.05%	hsa05014	['Amyotrophic lateral sclerosis (ALS)']	0	0.38411000		1.00000000	0.42327182	1.00000000	0.67716323	0.40417335	0.99997000	None
0.5%	hsa00860	['Porphyrin and chlorophyll metabolism']	0	0.64045000		1.00000000	0.42327182	1.00000000	0.51814482	0.32181693	0.99997000	None
0.5%	hsa00900	['Terpenoid backbone biosynthesis']	0	0.61358000		1.00000000	0.42327182	1.00000000	0.51984480	0.32181693	0.99997000	None
0.05%	hsa04979	['Cholesterol metabolism']	0	0.27731000		1.00000000	0.42327182	1.00000000	0.75559244	0.42134190	0.99997000	None
0.05%	hsa04978	['Mineral absorption']	0	0.21430000		1.00000000	0.42327182	1.00000000	0.80557194	0.42134190	0.99997000	None
0.05%	hsa04977	['Vitamin digestion and absorption']	0	0.12024000		1.00000000	0.42327182	1.00000000	0.88582114	0.42134190	0.99997000	None
0.05%	hsa04976	['Bile secretion']	0	0.52449000		1.00000000	0.42327182	1.00000000	0.58765412	0.35607228	0.99997000	None
0.05%	hsa04975	['Fat digestion and absorption']	0	0.12107000		1.00000000	0.42327182	1.00000000	0.88577114	0.42134190	0.99997000	None
0.05%	hsa04974	['Protein digestion and absorption']	0	0.65962000		1.00000000	0.42327182	1.00000000	0.51445486	0.32181693	0.99997000	None
0.05%	hsa04973	['Carbohydrate digestion and absorption']	0	0.34305000		1.00000000	0.42327182	1.00000000	0.70597294	0.41701552	0.99997000	None
0.5%	hsa00910	['Nitrogen metabolism']	0	0.54993000		1.00000000	0.42327182	1.00000000	0.56139439	0.34285844	0.99997000	None
0.05%	hsa04971	['Gastric acid secretion']	0	0.70469000		1.00000000	0.42327182	1.00000000	0.48709513	0.30503975	0.99997000	None
0.05%	hsa04970	['Salivary secretion']	0	0.90442000		1.00000000	0.42327182	1.00000000	0.39251607	0.25693082	0.99997000	None
0.05%	hsa04966	['Collecting duct acid secretion']	0	0.07669000		1.00000000	0.42327182	1.00000000	0.92608074	0.42134190	0.99997000	None
0.05%	hsa04964	['Proximal tubule bicarbonate reclamation']	0	0.07900000		1.00000000	0.42327182	1.00000000	0.92318077	0.42134190	0.99997000	None
0.05%	hsa04962	['Vasopressin-regulated water reabsorption']	0	0.25134000		1.00000000	0.42327182	1.00000000	0.77577224	0.42134190	0.99997000	None
0.05%	hsa04961	['Endocrine and other factor-regulated calcium reabsorption']	0	0.57466000		1.00000000	0.42327182	1.00000000	0.55664443	0.34029278	0.99997000	None
0.05%	hsa04960	['Aldosterone-regulated sodium reabsorption']	0	0.34367000		1.00000000	0.42327182	1.00000000	0.70329297	0.41701552	0.99997000	None
0.05%	hsa04950	['Maturity onset diabetes of the young']	0	0.04877000		1.00000000	0.42327182	1.00000000	0.95222048	0.42134190	0.99997000	None
0.05%	hsa04940	['Type I diabetes mellitus']	0	0.11163000		1.00000000	0.42327182	1.00000000	0.89400106	0.42134190	0.99997000	None
0.5%	hsa00920	['Sulfur metabolism']	0	0.33440000		1.00000000	0.42327182	1.00000000	0.70620294	0.41701552	0.99997000	None
0.5%	hsa05150	['Staphylococcus aureus infection']	0	1.45297000		1.00000000	0.42327182	1.00000000	0.22636774	0.15085113	0.99997000	None
